recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
9,2) $100 - $200,127.81,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,5) $500 - $750,592.57,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,5) $500 - $750,546.98,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
10,2) $100 - $200,154.41,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,43.85,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,64.06,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,291.19,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,4) $350 - $500,472.87,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
9,4) $350 - $500,413.82,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
6,1) $0 - $100,30.87,0,1,Urban,1,Web,No E-Mail,1,1,37.65
5,3) $200 - $350,202.56,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
3,3) $200 - $350,235.33,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,5) $500 - $750,542.31,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0
10,1) $0 - $100,84.23,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,76.41,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,59.97,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
2,"7) $1,000 +",1146.55,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
4,2) $100 - $200,168.05,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,303.62,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,220.95,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
11,1) $0 - $100,84.19,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,365.8,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,89.87,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
9,2) $100 - $200,180.68,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,271.93,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
1,5) $500 - $750,541.27,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3,3) $200 - $350,205.96,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,5) $500 - $750,643.33,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",952.5,1,1,Rural,1,Phone,Mens E-Mail,1,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
7,4) $350 - $500,359.13,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,212.03,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
5,2) $100 - $200,142.94,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,3) $200 - $350,291.16,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,65.32,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
9,2) $100 - $200,121.6,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,54.22,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,88.61,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,281.77,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,2) $100 - $200,126.93,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
10,3) $200 - $350,326.7,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,371.67,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,1) $0 - $100,36.38,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
8,"6) $750 - $1,000",789.98,1,0,Surburban,1,Web,No E-Mail,1,0,0.0
3,2) $100 - $200,101.46,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
12,2) $100 - $200,103.59,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,38.42,0,1,Urban,0,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,171.41,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
12,4) $350 - $500,382.96,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,43.9
5,2) $100 - $200,100.86,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
7,2) $100 - $200,103.95,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,119.16,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
1,4) $350 - $500,362.77,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,3) $200 - $350,210.41,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,45.25,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
12,1) $0 - $100,33.3,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,4) $350 - $500,484.14,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
2,2) $100 - $200,160.74,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,88.75,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
7,3) $200 - $350,308.4,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,92.0,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,250.47,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
3,2) $100 - $200,103.85,1,0,Urban,1,Web,No E-Mail,1,0,0.0
10,1) $0 - $100,83.89,1,0,Urban,1,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",936.63,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,5) $500 - $750,572.3,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0
10,2) $100 - $200,153.89,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,315.33,1,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
5,"6) $750 - $1,000",895.78,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,328.04,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
4,5) $500 - $750,620.3,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
5,1) $0 - $100,95.86,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,154.41,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
4,2) $100 - $200,155.55,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,459.32,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
3,2) $100 - $200,168.04,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
1,4) $350 - $500,351.65,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0
2,4) $350 - $500,405.43,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",774.26,1,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
5,1) $0 - $100,74.26,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,70.74,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
9,3) $200 - $350,233.59,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
9,2) $100 - $200,111.06,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
1,2) $100 - $200,137.47,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",780.7,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,87.76,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,5) $500 - $750,591.95,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
10,3) $200 - $350,269.03,1,1,Urban,0,Web,No E-Mail,0,0,0.0
1,2) $100 - $200,117.75,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,113.39,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,2) $100 - $200,103.74,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
2,3) $200 - $350,230.48,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
12,1) $0 - $100,48.98,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
2,3) $200 - $350,232.58,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
4,3) $200 - $350,283.06,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
5,2) $100 - $200,184.1,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,216.96,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0
8,1) $0 - $100,97.04,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,408.91,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,236.31,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
5,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,182.45,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,197.54,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
12,5) $500 - $750,717.0,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,238.47,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
1,1) $0 - $100,44.44,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,213.26,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,5) $500 - $750,503.59,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,270.15,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,38.07,1,0,Urban,1,Web,No E-Mail,0,0,0.0
2,5) $500 - $750,524.81,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,301.56,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,681.15,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,234.61,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
3,5) $500 - $750,557.77,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,471.94,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,70.19,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,3) $200 - $350,233.73,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
5,2) $100 - $200,194.77,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,145.0,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,82.36,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,192.78,1,0,Rural,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,302.09,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
7,3) $200 - $350,215.85,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,72.64,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,245.21,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,2) $100 - $200,191.3,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,72.38,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,86.71,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,145.17,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,57.27,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,5) $500 - $750,570.31,1,0,Urban,1,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,88.21,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,74.8,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,43.47,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,84.19,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,74.59,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,181.1,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,4) $350 - $500,475.95,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
11,1) $0 - $100,39.23,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,3) $200 - $350,315.76,1,1,Urban,0,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,42.68,1,0,Rural,0,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,196.48,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
3,4) $350 - $500,472.46,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
9,5) $500 - $750,576.27,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
9,1) $0 - $100,92.2,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,247.57,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,256.15,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
3,4) $350 - $500,404.72,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
5,1) $0 - $100,49.36,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,"7) $1,000 +",1011.48,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
9,1) $0 - $100,95.84,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,56.33,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
5,5) $500 - $750,736.13,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,85.87,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,1) $0 - $100,87.66,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,236.71,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
5,5) $500 - $750,672.95,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,93.36,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,103.03,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,60.64,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,4) $350 - $500,384.04,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
4,3) $200 - $350,320.57,1,0,Urban,0,Web,No E-Mail,0,0,0.0
5,5) $500 - $750,631.35,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
1,1) $0 - $100,79.44,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,154.1,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
3,5) $500 - $750,522.89,0,1,Urban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,75.49,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,2) $100 - $200,113.35,1,0,Rural,0,Web,No E-Mail,0,0,0.0
12,1) $0 - $100,64.69,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,277.33,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
2,3) $200 - $350,267.33,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
5,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,110.7,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,5) $500 - $750,613.14,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
6,2) $100 - $200,160.62,1,0,Rural,0,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",988.21,1,1,Urban,1,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
3,3) $200 - $350,237.03,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,102.09,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,67.75,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,4) $350 - $500,372.22,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,65.16,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,178.69,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
2,"6) $750 - $1,000",796.09,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,285.55,1,0,Urban,0,Web,No E-Mail,0,0,0.0
7,4) $350 - $500,368.85,1,1,Urban,1,Web,No E-Mail,0,0,0.0
11,3) $200 - $350,242.17,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
3,2) $100 - $200,115.78,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
12,1) $0 - $100,60.23,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,180.73,0,1,Urban,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,476.45,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,2) $100 - $200,102.71,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0
12,2) $100 - $200,171.08,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,5) $500 - $750,700.98,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,136.71,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,3) $200 - $350,210.73,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
3,2) $100 - $200,114.09,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,98.43,0,1,Urban,0,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
11,3) $200 - $350,213.79,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,79.25,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
7,2) $100 - $200,160.01,0,1,Urban,0,Web,No E-Mail,0,0,0.0
9,3) $200 - $350,274.15,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,308.34,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
10,1) $0 - $100,54.25,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,35.44,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,152.33,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
6,4) $350 - $500,368.67,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,243.84,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
10,1) $0 - $100,61.43,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
4,2) $100 - $200,125.58,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,260.3,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
4,4) $350 - $500,399.71,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,300.94,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
10,3) $200 - $350,211.72,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
4,3) $200 - $350,318.15,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,179.77,1,0,Surburban,1,Web,No E-Mail,1,0,0.0
11,1) $0 - $100,58.86,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,1,0,0.0
11,1) $0 - $100,71.6,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,1) $0 - $100,47.97,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
12,1) $0 - $100,46.63,0,1,Urban,1,Web,No E-Mail,0,0,0.0
12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
9,4) $350 - $500,378.89,0,1,Urban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
8,2) $100 - $200,176.16,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,33.25,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,2) $100 - $200,130.01,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,235.84,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,83.66,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,227.78,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
12,2) $100 - $200,131.32,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
10,1) $0 - $100,99.78,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,3) $200 - $350,218.72,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
12,1) $0 - $100,68.06,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,372.61,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,110.34,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,5) $500 - $750,562.09,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
7,4) $350 - $500,412.35,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
3,4) $350 - $500,389.62,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
5,3) $200 - $350,202.92,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,290.07,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
12,2) $100 - $200,108.15,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,126.64,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",822.66,1,0,Rural,1,Web,No E-Mail,0,0,0.0
3,2) $100 - $200,163.26,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,243.83,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
8,3) $200 - $350,206.84,0,1,Rural,0,Web,No E-Mail,0,0,0.0
6,3) $200 - $350,274.87,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,5) $500 - $750,521.06,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,311.58,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Rural,1,Phone,Womens E-Mail,1,0,0.0
9,1) $0 - $100,47.48,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,122.76,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,190.63,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,4) $350 - $500,426.11,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,79.2,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
10,3) $200 - $350,288.45,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
10,4) $350 - $500,381.07,1,0,Urban,0,Web,No E-Mail,1,0,0.0
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,317.37,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,58.16,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
6,2) $100 - $200,115.46,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,254.91,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,104.95,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,146.4,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,2) $100 - $200,167.05,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,37.36,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0
11,1) $0 - $100,83.74,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,126.51,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
